Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
Barbosa Ferraz,100177,A,27,28,1,Concluído,,1093,6/11/2014,6/12/2014,11/11/2013,6/12/2014,100,1,"180,000.00","148,600.00","31,400.00","Lote - 1 -01(uma) retroescavadeira,  motor à diesel, mínima potência 75 HP, direção hidráulica e demais especificações conforme MODELO 07Lote 2- 01 (um)caminhão pipa, motor mínima potência 190 CV, transmissão de 6 marchas no mínimo, tanque com capacidade ",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,4,Barbosa Ferraz,Escritório Regional de Maringá,18,1923/2013-0487,Comunidade dos Municípios da Região de Campo Mourão
Barbosa Ferraz,100613,A,27,29,1,Em Execução,,1097,1/29/2016,3/4/2017,8/28/2014,7/29/2016,49.03,2,"351,107.08","163,944.92","8,197.25",Urbanização / Calçadas.Rua Campos Sales entre Rua Paraiba e Av. Paraná.Av. Paraná entre Rua Campos Sales e Rua 19 de Novembro.Rua Soares Raposo entre Rua Bandeirantes e Av. Paraná.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Barbosa Ferraz,Escritório Regional de Maringá,18,2023/2014-0006,Comunidade dos Municípios da Região de Campo Mourão
Barra do Jacaré,100063,A,28,11,1,Concluído,,234,7/3/2012,10/10/2012,5/2/2012,10/10/2012,100,1,"200,000.00","184,000.00","16,000.00",RECAPE - CBUQ.Rua Rui Barbosa entre a Rua Jacarezinho até final com pavimento (Em frente da área  da COPEL).Rua Marechal Cândido Rondon entre a Rua Antônio dos Santos e Rua Manoel de Freitas Aguiar).,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Barra do Jacaré,Escritório Regional de Londrina,12,1723/2012-0009,Associação dos Municípios do Norte Pioneiro
Barra do Jacaré,100117,A,28,13,1,Concluído,,1097,7/2/2014,3/4/2017,12/4/2013,8/25/2016,90.38,2,"299,870.36","271,018.21",0,"Urbanização / Calçadas.Rua Rui Barbosa, entre as Ruas Presidente Vargas e 26,50 mts adiante da Rua Jacarezinho.Rua Manoel de Freitas Aguiar entre as Ruas Rui Barbosa e a Rua Antonio Calixto.",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Barra do Jacaré,Escritório Regional de Londrina,12,2123/2013-0407,Associação dos Municípios do Norte Pioneiro
Barra do Jacaré,100178,A,28,12,1,Medição Encerrada,,234,7/2/2014,11/28/2014,11/6/2013,11/28/2014,100,1,"189,694.21","189,694.21",0,Pavimentação - TST e RECAPE - TST.Pavimentação da Rua Jacarezinho: entre rua Milton Carlos do Nascimento e rua Emilio Zanata.Recapeamento da rua Jacarezinho: entre rua Emilio Zanata e rua Jacinto Cândido.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Barra do Jacaré,Escritório Regional de Londrina,12,1923/2013-0047,Associação dos Municípios do Norte Pioneiro
Barracão,100179,A,29,13,1,Concluído,,234,6/11/2014,8/14/2014,10/15/2013,8/14/2014,100,1,"328,960.13","328,960.13",0,RECAPE - CBUQ.Rua Minas Gerais (entre Rua Amazonas e Rua Paraíba).Rua Pernambuco (entre Rua Sergipe e Avenida Paraná).Rua Cristalino Machado (entre Rua Goiás e Rua Paraíba).Rua Virginio Sterchille (entre Avenida Paraná e Avenida Arnaldo Busato).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Barracão,Escritório Regional de Cascavel,8,1923/2013-0129,Associação dos Municípios do Sudoeste do Paraná
Bela Vista da Caroba,100180,A,116,9,1,Em Execução,,251,7/2/2014,3/4/2017,2/24/2014,7/30/2015,81.62,2,"329,669.69","244,867.48","24,217.14",Centro de Convivências.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.19,CENTRO DE CONVIVÊNCIA DE IDOSOS,,10051,1,5,Bela Vista da Caroba,Escritório Regional de Cascavel,8,1923/2013-0541,Associação dos Municípios do Sudoeste do Paraná
Bela Vista da Caroba,100316,A,116,10,1,Concluído,,233,7/2/2014,6/17/2015,5/15/2014,6/17/2015,100,1,"328,898.41","249,165.46","79,732.95","Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Área de Circulação, Cozinha, Instalação Sanitária(2), Sala de Repouso e Sala(2).",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,5,Bela Vista da Caroba,Escritório Regional de Cascavel,8,2023/2014-0007,Associação dos Municípios do Sudoeste do Paraná
Bela Vista do Paraíso,100181,A,30,23,1,Em Execução,,223,7/4/2014,3/4/2017,12/6/2013,11/7/2014,15.12,2,"470,123.65","60,479.56","10,602.61","Pavimentação -  CBUQ.TRECHO 1 - RUA JOÃO ANTÔNIO LAURIA - extensão de 197,65 m - a partir da Rua Jorge Colofate.TRECHO 2 - RUA MARIA JOSÉ DE ANDRADE BORDIM - entre Rua Jorge Colofote e Faixa de Domínio da Rodovia PR 090.TRECHO 3 - RUA ALVIN WERNER - entre",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Bela Vista do Paraíso,Escritório Regional de Londrina,3,1923/2013-0440,Associação dos Municípios do Médio Paranapanema
Bituruna,100184,A,31,28,1,Concluído,,234,6/26/2014,8/18/2014,11/6/2013,8/18/2014,100,1,"541,750.00","541,750.00",0,RECAPE - CBUQ.1.RUA ERNESTO BET  trecho entre a Rua das Orquídeas e Av. Prefeito Farid Abrahão.2.RUA DAS ORQUÍDEAS trecho entre a Rua das Flores e Rua Ernesto Bet.3.RUA JOÃO VICENTE CONTE  trecho entre Av. Gov. Bento M. da Rocha e Rua João Stanguerlin.4.R,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Bituruna,Escritório Regional de Guarapuava,10,2023/2013-0639,Associação dos Municípios do Sul do Paraná
Bituruna,100185,A,31,29,1,Concluído,,1093,6/10/2014,6/11/2014,3/20/2014,6/11/2014,100,1,"118,000.00","118,000.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) MINICARREGADEIRA SOBRE RODAS, com potência mínima efetiva líquida de 58 HP, Peso operacional 2.844 Kg, capacidade mínima da Caçamba de 0,40 m³ e demais características técnicas constantes",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Bituruna,Escritório Regional de Guarapuava,10,2023/2013-0638,Associação dos Municípios do Sul do Paraná
Boa Esperança,100118,A,32,24,1,Medição Encerrada,,1097,6/27/2014,12/3/2015,11/12/2013,12/3/2015,100,1,"274,793.34","274,793.34",0,Urbanização / Calçadas.Av. Rio Grande do Norte (entre Av. Brasil e Rua Alagoas).Av. Brasil (entre Rua Tiradentes e Rua Rio Grande do Norte).,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Boa Esperança,Escritório Regional de Maringá,18,2123/2013-0408,Comunidade dos Municípios da Região de Campo Mourão
Boa Esperança,100182,A,32,25,1,Concluído,,233,7/4/2014,4/16/2015,1/27/2014,4/16/2015,100,1,"153,927.76","153,927.76",0,"Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Cozinha, Instalação Sanitária e Sala.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,4,Boa Esperança,Escritório Regional de Maringá,18,1923/2013-0049,Comunidade dos Municípios da Região de Campo Mourão
Boa Esperança,100182,A,32,25,2,Concluído,,233,7/4/2014,4/16/2015,1/27/2014,4/16/2015,100,1,"153,927.76","153,927.76",0,"Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Cozinha, Instalação Sanitária e Sala.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,4,Boa Esperança,Escritório Regional de Maringá,18,1923/2013-0049,Comunidade dos Municípios da Região de Campo Mourão
Boa Esperança,100436,A,32,26,1,Concluído,,1097,7/4/2014,7/31/2015,1/27/2014,7/31/2015,100,1,"143,306.50","143,306.50",0,"Urbanização / Calçadas.Construção de Pista de Caminhada, em paver (10x20cm), com 4 cm sobre terreno regularizado e compactado colchão de pó-de-pedra espessura de 5 cm com guia de concreto não estrutural faixa de grama d.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Boa Esperança,Escritório Regional de Maringá,18,1923/2013-0050,Comunidade dos Municípios da Região de Campo Mourão
Boa Esperança do Iguaçu,100146,A,33,10,1,Concluído,,1097,4/26/2014,11/18/2015,12/20/2013,11/18/2015,100,1,"346,631.76","298,478.50","48,153.26",Urbanização / Calçadas.Rua Demétrio Pinzon - trecho entre a Av. Ver. Valmir Antonio Alexandre e Rua das Orquídeas.Rua da Orquídeas - trecho entre a Rua Demétrio Pinzon e Rua das Camélias.Rua das Camélias - trecho entre a Rua das Orquídeas até o córrego.Ru,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Boa Esperança do Iguaçu,Escritório Regional de Cascavel,8,2123/2013-0409,Associação dos Municípios do Sudoeste do Paraná
Boa Esperança do Iguaçu,100183,A,33,11,1,Concluído,,1097,6/24/2014,12/4/2015,2/28/2014,12/4/2015,100,1,"299,486.87","299,486.87",0,Urbanização / Calçadas.Rua das Camélias - trecho entre Rua G até o córrego.Rua das Araucárias - trecho entre Av. Ver. Valmir Antônio Alexandre e Rua dos Gerânios.Rua das Margaridas - trecho entre Rua dos Gerânios e final das quadras nº 12 e 13.  (meio-fio,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Boa Esperança do Iguaçu,Escritório Regional de Cascavel,8,1923/2013-0347,Associação dos Municípios do Sudoeste do Paraná
Boa Ventura de São Roque,100318,A,128,17,1,Concluído,,1092,11/26/2014,11/27/2014,5/23/2014,11/27/2014,100,1,"135,700.00","119,973.50","15,726.50",Aquisição de Veículo para Transporte de Passageiro sendo: Lote 1 - 01 (UM) Veículo tipo VAN capacidade de transporte passageiros 16 (15+1) - mínima potência efetiva líquida 125 CV e demais características técnicas constante do MODELO 07.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,6,Boa Ventura de São Roque,Escritório Regional de Guarapuava,6,2023/2014-0063,Associação dos Municípios do Centro do Paraná
Boa Ventura de São Roque,100555,A,128,16,1,Concluído,,1090,7/3/2014,7/4/2014,5/6/2014,7/4/2014,100,1,"330,000.00","330,000.00",0,Aquisição de áreas destinadas a  construção de casas populares -1-Matricula 24.022 Lote 233-A da Gleba 03 parte 02                2-Matricula 26.781 lote 233 gleba 03 parte 02.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.10.16,TERRENO PARA CONJUNTO HABITACIONAL,,10051,1,6,Boa Ventura de São Roque,Escritório Regional de Guarapuava,6,1923/2013-0626,Associação dos Municípios do Centro do Paraná
Boa Vista da Aparecida,100497,A,34,30,1,Concluído,,1090,12/4/2013,12/5/2013,11/7/2013,12/5/2013,100,1,"70,000.00","70,000.00",0,"Aquisição de terreno para instalação de indústria, localizado na área de expansão urbana do município de Boa Vista da Aparecida, gleba 08 com área de 15.354,25 m2.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.11.01,TERRENO PARA ÁREA INDUSTRIAL,,10051,1,5,Boa Vista da Aparecida,Escritório Regional de Cascavel,7,1923/2013-0297,Associação dos Municípios do Oeste do Paraná
Boa Vista da Aparecida,100614,A,34,33,1,Concluído,,1097,6/20/2014,12/1/2015,2/20/2014,12/1/2015,100,1,"79,153.77","79,153.77",0,"Urbanização / Calçadas.Construção de portal com locação convencional de obra movimentação de terra com escavação manual armação de aço CA 60 concreto estrutural FCK 20MPA paisagismo com grama em placas, equipamentos ext.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,5,Boa Vista da Aparecida,Escritório Regional de Cascavel,7,1923/2013-0296,Associação dos Municípios do Oeste do Paraná
Bocaiúva do Sul,100186,A,35,15,1,Concluído,,1091,7/3/2014,7/4/2014,4/7/2014,7/4/2014,100,1,"315,000.00","315,000.00",0,"lote 1- Aquisição de 3 (três) veículos tipo Van, motor mínima potência efetiva de 127 CV,  á diesel, e demais características conforme MODELO 07lote 2- Aquisição de 01 (um) veículo leve, motor mínima potência efetiva de 68 CV ( G) e 72 CV (E), e demais es",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.02,VEÍCULOS,,10051,1,1,Bocaiúva do Sul,Escritório Regional de Curitiba,16,1923/2013-0493,Associação dos Municípios da Região Metropolitana de Curitiba
Bom Jesus do Sul,100064,A,279,6,1,Concluído,,234,6/28/2012,8/24/2012,5/9/2012,8/24/2012,100,1,"163,907.60","136,589.67","27,317.93",RECAPE - CBUQ.Rua Boa Vista (entre Rua XV de Novembro e o lote 15A da Q14).Avenida Ipiranga (entre Rua Sete de Setembro e o Lote 01 da Q01).,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Bom Jesus do Sul,Escritório Regional de Cascavel,8,1723/2012-0054,Associação dos Municípios do Sudoeste do Paraná
Bom Jesus do Sul,100108,A,279,7,1,Concluído,,223,2/20/2014,9/30/2014,9/12/2013,9/30/2014,100,1,"304,879.59","300,000.00","4,879.59",Pavimentação - Pedra Regular e Bloket.Rua 200  (Entre Rua Sete de Setembro e Rua 203).Rua 201  (Entre Rua XV de Novembro e Rua 200).Rua 202  (Entre Rua XV de Novembro e Rua 200).Rua 203  (Entre Rua XV de Novembro e Rua 200).Rua 204  (Entre Rua 203 e Lote ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Bom Jesus do Sul,Escritório Regional de Cascavel,8,1923/2013-0051,Associação dos Municípios do Sudoeste do Paraná
Bom Jesus do Sul,100628,A,279,8,1,Em Execução,,250,2/29/2016,12/25/2016,12/5/2013,6/7/2016,30,2,"48,000.00","14,400.00",0,Elaboração do Plano Diretor Municipal.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.21.03.03.02,PLANO DIRETOR MUNICIPAL,,10051,1,5,Bom Jesus do Sul,Escritório Regional de Cascavel,8,2023/2013-0514,Associação dos Municípios do Sudoeste do Paraná
Bom Sucesso,100109,A,36,19,1,Medição Encerrada,,234,5/15/2014,9/23/2014,10/16/2013,9/23/2014,100,1,"326,972.38","320,003.98","6,968.40","RECAPE - CBUQ.Rua Delegado Pedro Silveira, entre a Rua Cimitarra e Rua Vereador Mario F. de Carvalho.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Bom Sucesso,Escritório Regional de Londrina,15,1923/2013-0282,Associação dos Municípios do Vale do Ivaí
Bom Sucesso,100119,A,36,21,1,Medição Encerrada,,1097,6/26/2014,11/10/2015,11/12/2013,11/10/2015,100,1,"275,457.12","275,457.12",0,"Urbanização / Calçadas.Avenida Júlio Alves Machado, entre Ruas João de Castro e Otilia Steinwandt.Avenida Júlio Alves Machado, entre Ruas Otilia Steinwandt e Nahur Vanzela.Avenida Júlio Alves Machado, entre Ruas Nahur Vanzela e Delegado Pedro Silva.Avenid",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Bom Sucesso,Escritório Regional de Londrina,15,2123/2013-0410,Associação dos Municípios do Vale do Ivaí
Borrazópolis,100188,A,38,20,1,Concluído,,233,6/24/2014,12/18/2015,3/13/2014,12/18/2015,100,1,"144,469.97","141,522.35","2,947.62","Capela Mortuária.Contém os seguintes ambientes arquitetônicos: Copa, Depósito/DML/Almoxarifado/Despensa, Instalação Sanitária(2), Varanda/Sacada, Sala de Repouso e Sala(3).",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.09,CAPELA * MORTUÁRIA,,10051,1,3,Borrazópolis,Escritório Regional de Londrina,15,1923/2013-0449,Associação dos Municípios do Vale do Ivaí
Borrazópolis,100189,A,38,18,1,Concluído,,1092,2/4/2014,2/5/2014,10/22/2013,2/5/2014,100,1,"160,000.00","160,000.00",0,Aquisição de 01 Microônibus para saúde.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.15,VEÍCULO PARA A SAÚDE 19 PAM II,,10051,1,3,Borrazópolis,Escritório Regional de Londrina,15,1923/2013-0450,Associação dos Municípios do Vale do Ivaí
Braganey,100187,A,39,19,1,Concluído,,1093,4/9/2014,4/10/2014,12/17/2013,4/10/2014,100,1,"310,000.00","310,000.00",0,"Lote 1- aquisição de 01 pá carregadeira, motor mínima potência 123 HP e demais especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Braganey,Escritório Regional de Cascavel,7,1923/2013-0584,Associação dos Municípios do Oeste do Paraná
Braganey,100498,A,39,20,1,Concluído,,1093,6/4/2014,6/5/2014,3/20/2014,6/5/2014,100,1,"610,000.00","500,000.00","110,000.00","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UMA) MOTONIVELADORA com mínima potência efetiva líquida de 170 HP, Peso operacional 14.750 Kg e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Braganey,Escritório Regional de Cascavel,7,2023/2013-0707,Associação dos Municípios do Oeste do Paraná
Brasilândia do Sul,100120,A,356,10,1,Medição Encerrada,,223,4/29/2014,8/21/2014,10/22/2013,8/21/2014,100,1,"349,772.71","300,000.00","49,772.71",Pavimentação - TST.Rua Venezuela: entre Av. Brasil e Rua Adélico de Bona.Avenida Brasil: entre Avenida Antônio B. de Souza e Rua Venezuela.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Brasilândia do Sul,Escritório Regional de Maringá,4,1923/2013-0052,Associação dos Municípios da Região de Entre Rios
Cafeara,100190,A,41,24,1,Concluído,,1091,12/11/2014,12/12/2014,10/17/2014,12/12/2014,100,1,"250,000.00","142,857.14","107,142.86","Aquisição de Veículo para Transporte sendo: Lote 01 - 01 (UM) VEÍCULO tipo MICRO ÔNIBUS capacidade mínima de transporte (31 passageiros + Motorista + Auxiliar), mínima potência efetiva líquida 160 CV, Peso Bruto Total (PBT) mínimo 9.000 Kg. e demais carac",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.04.15,VEÍCULO PARA A SAÚDE 20,,10051,1,3,Cafeara,Escritório Regional de Londrina,3,2023/2014-0119,Associação dos Municípios do Médio Paranapanema
Cafeara,100191,A,41,22,1,Medição Encerrada,,223,3/18/2014,6/16/2014,10/7/2013,6/16/2014,100,1,"362,427.30","294,392.35","68,034.95",Pavimentação -  CBUQ.Estrada de Mendeslândia entre Rua Antonio Salviano de Oliveira e final do Perímetro Urbano.Travessa 7 entre Estrada para Mendeslândia e Travessa 6.Travessa 8 entre Travessa 7 e final da rua que é o final do Perímetro Urbano.Travessa 6,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Cafeara,Escritório Regional de Londrina,3,1923/2013-0311,Associação dos Municípios do Médio Paranapanema
Cafelândia,100192,A,42,37,1,Concluído,,234,12/5/2013,2/21/2014,9/30/2013,2/21/2014,100,1,"126,309.27","126,309.27",0,"RECAPE - CBUQ.ESTACIONAMENTO DO GINÁSIO DE ESPORTES / RUA JOÃO LILI CÍRICO (extensão de 263,325m) - esquina com Av. Desembargador Munhoz de Melo.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Cafelândia,Escritório Regional de Cascavel,7,1923/2013-0133,Associação dos Municípios do Oeste do Paraná
Cafelândia,100193,A,42,39,1,Concluído,,249,12/1/2014,3/4/2017,4/3/2014,6/30/2016,55.17,2,"137,293.41","71,719.43","4,023.69",Quadra de Esportes.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.06.11,QUADRA DE ESPORTES*,,10051,1,5,Cafelândia,Escritório Regional de Cascavel,7,1923/2013-0134,Associação dos Municípios do Oeste do Paraná
Cafezal do Sul,100194,A,357,39,1,Concluído,,234,2/21/2014,5/16/2014,9/3/2013,5/16/2014,100,1,"295,239.60","295,239.60",0,RECAPE - CBUQ.Rua Espírito Santo - Entre Rua Suiça e Rua Argentina.Rua França - Entre Av. Manoel Vicente do Carmo e Rua Rio Grande do Norte.Rua Argentina -  Entre Rua Espírito Santo e Rua Santa Catarina.Rua Holanda - Entre Rua Paraná e Rua Pará.Rua Paraná,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Cafezal do Sul,Escritório Regional de Maringá,4,1923/2013-0320,Associação dos Municípios da Região de Entre Rios
Califórnia,100394,A,43,21,1,Concluído,,1093,6/5/2014,6/6/2014,2/3/2014,6/6/2014,100,1,"334,000.00","330,000.00","4,000.00","Lote 1- Aquisição de 01 (uma) pá carregadeira, motor mínima potência 132 HP e demais especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Califórnia,Escritório Regional de Londrina,15,1923/2013-0640,Associação dos Municípios do Vale do Ivaí
Califórnia,100395,A,43,22,1,Concluído,,234,7/2/2014,8/13/2015,5/5/2014,8/13/2015,100,1,"358,910.25","348,980.00","9,930.25","RECAPE - CBUQ.Av. Silvio Pedra Ramos, entre a Rua Boa Vista e Av. Ponta Grossa.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Califórnia,Escritório Regional de Londrina,15,2023/2013-0642,Associação dos Municípios do Vale do Ivaí
Cambira,100196,A,46,19,1,Concluído,,1093,4/24/2014,6/3/2014,10/29/2013,6/3/2014,100,1,"327,000.00","327,000.00",0,"Lote1- Aquisição de 01 caminhão toco 4x2 com coletor compactador de lixo e resíduos sólidos, motor mínima potência efetiva 188 CV, direção hidráulica  e demais características conforme MODELO 7Lote 2 - Aquisição de 01 minicarregadeira para atender vários ",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Cambira,Escritório Regional de Londrina,15,1923/2013-0497,Associação dos Municípios do Vale do Ivaí
